id_videojuego,id_venta,ventas_na,ventas_eu,ventas_jp,otras_ventas,ventas_globales
2056,2156,0.2,0.24,0,0.05,0.48
2057,2157,0.42,0.03,0,0.04,0.48
2058,2158,0.44,0,0,0.04,0.48
2059,2159,0.08,0.36,0,0.04,0.48
2060,2160,0.25,0.07,0.13,0.03,0.48
2061,2161,0.22,0.21,0,0.05,0.48
2062,2162,0.44,0.01,0,0.03,0.48
2063,2163,0.18,0.26,0,0.04,0.48
2064,2164,0.41,0.07,0,0,0.48
2065,2165,0.26,0.11,0.06,0.05,0.48
2066,2166,0,0.43,0,0.05,0.48
2067,2167,0.18,0.24,0,0.05,0.48
2068,2168,0.25,0.18,0,0.04,0.48
2069,2169,0.16,0.25,0.01,0.05,0.48
2070,2170,0.45,0,0,0.03,0.48
2071,2171,0.38,0.01,0.07,0.02,0.48
2072,2172,0.42,0.02,0,0.04,0.48
2073,2173,0.14,0.01,0.31,0.02,0.48
2074,2174,0.14,0.28,0,0.06,0.48
2075,2175,0.12,0.06,0.27,0.02,0.48
2076,2176,0.25,0.19,0.01,0.04,0.48
2077,2177,0.19,0.27,0.01,0,0.48
2078,2178,0.06,0.4,0,0.01,0.48
2079,2179,0.37,0.03,0.04,0.04,0.48
2080,2180,0.35,0.09,0,0.04,0.48
2081,2181,0.15,0.27,0,0.06,0.48
2082,2182,0,0.48,0,0,0.48
2083,2183,0.16,0.11,0.18,0.03,0.47
2084,2184,0.23,0.16,0.01,0.07,0.47
2085,2185,0.25,0.17,0.01,0.05,0.47
2086,2186,0.31,0.1,0.03,0.03,0.47
2087,2187,0.19,0.23,0,0.05,0.47
2088,2188,0.43,0.01,0,0.04,0.47
2089,2189,0.33,0.1,0,0.04,0.47
2090,2190,0.37,0.04,0.03,0.04,0.47
2091,2191,0.15,0.16,0.09,0.08,0.47
2092,2192,0.23,0.17,0,0.08,0.47
2093,2193,0.21,0.16,0.04,0.06,0.47
2094,2194,0.14,0.28,0,0.04,0.47
2095,2195,0.3,0.13,0,0.04,0.47
2096,2196,0,0,0.47,0,0.47
2097,2197,0.42,0.01,0,0.04,0.47
2098,2198,0.23,0.21,0,0.04,0.47
2099,2199,0.41,0.02,0,0.04,0.47
2100,2200,0,0.45,0,0.02,0.47
2101,2201,0,0,0.47,0,0.47
2102,2202,0.41,0.02,0,0.04,0.47
2103,2203,0.14,0.25,0,0.08,0.47
2104,2204,0.34,0.09,0,0.04,0.47
2105,2205,0,0.29,0,0.18,0.47
2106,2206,0.3,0.03,0.1,0.03,0.47
2107,2207,0.28,0.13,0.01,0.04,0.47
2108,2208,0.29,0.13,0,0.04,0.47
2109,2209,0.43,0,0,0.04,0.47
2110,2210,0.37,0.05,0,0.05,0.47
2111,2211,0.04,0.33,0,0.1,0.47
2112,2212,0.43,0,0,0.04,0.47
2113,2213,0.44,0,0,0.03,0.47
2114,2214,0,0.38,0,0.09,0.47
2115,2215,0.35,0.07,0,0.04,0.47
2116,2216,0,0.01,0.46,0,0.47
2117,2217,0,0.41,0,0.06,0.47
2118,2218,0.24,0.15,0,0.07,0.47
2119,2219,0.22,0,0.22,0.02,0.47
2120,2220,0.43,0.01,0,0.03,0.47
2121,2221,0.46,0.01,0,0,0.47
2122,2222,0.26,0.15,0,0.05,0.46
2123,2223,0.35,0.06,0,0.05,0.46
2124,2224,0.44,0,0,0.03,0.46
2125,2225,0.4,0.03,0,0.04,0.46
2126,2226,0.21,0.17,0.01,0.07,0.46
2127,2227,0.12,0.29,0,0.05,0.46
2128,2228,0.13,0.25,0,0.09,0.46
2129,2229,0.2,0.03,0.21,0.02,0.46
2130,2230,0.38,0.03,0.02,0.04,0.46
2131,2231,0.27,0.16,0,0.04,0.46
2132,2232,0.36,0.06,0,0.04,0.46
2133,2233,0.34,0.09,0,0.04,0.46
2134,2234,0.19,0.19,0,0.08,0.46
2135,2235,0.42,0,0,0.03,0.46
2136,2236,0.04,0.16,0.24,0.01,0.46
2137,2237,0.26,0.16,0,0.04,0.46
2138,2238,0.09,0.25,0.03,0.09,0.46
2139,2239,0.3,0.12,0,0.04,0.46
2140,2240,0.19,0.19,0,0.07,0.46
2141,2241,0.11,0.28,0,0.07,0.46
2142,2242,0.3,0.01,0.12,0.03,0.46
2143,2243,0.43,0,0,0.03,0.46
2144,2244,0.33,0.09,0,0.04,0.46
2145,2245,0.26,0.16,0,0.04,0.46
2146,2246,0.37,0.05,0,0.03,0.46
2147,2247,0.18,0.23,0,0.05,0.46
2148,2248,0.24,0.18,0,0.04,0.46
2149,2249,0.3,0.12,0,0.04,0.46
2150,2250,0.29,0.13,0,0.04,0.46
2151,2251,0.42,0,0,0.04,0.46
2152,2252,0.24,0.17,0,0.05,0.46
2153,2253,0.19,0.23,0,0.04,0.46
2154,2254,0.22,0.11,0.07,0.05,0.46
2155,2255,0.42,0,0,0.03,0.46
2156,2256,0.05,0.05,0.34,0.01,0.46
2157,2257,0.21,0.2,0,0.04,0.46
2158,2258,0.43,0,0,0.03,0.46
2159,2259,0.39,0.02,0.01,0.04,0.46
2160,2260,0.2,0.16,0.03,0.07,0.46
2161,2261,0,0.35,0,0.1,0.46
2162,2262,0,0,0.45,0,0.45
2163,2263,0.26,0.15,0,0.04,0.45
2164,2264,0.21,0.21,0,0.04,0.45
2165,2265,0.42,0,0,0.03,0.45
2166,2266,0.12,0.25,0.01,0.08,0.45
2167,2267,0.36,0.06,0,0.03,0.45
2168,2268,0.42,0,0,0.03,0.45
2169,2269,0.03,0.37,0,0.05,0.45
2170,2270,0.39,0.03,0,0.03,0.45
2171,2271,0.13,0.21,0.07,0.03,0.45
2172,2272,0.41,0.01,0,0.03,0.45
2173,2273,0.14,0.26,0,0.05,0.45
2174,2274,0.42,0,0,0.03,0.45
2175,2275,0.4,0.03,0,0.03,0.45
2176,2276,0.3,0.11,0,0.04,0.45
2177,2277,0.12,0.28,0,0.05,0.45
2178,2278,0.26,0.15,0,0.04,0.45
2179,2279,0.39,0.02,0,0.03,0.45
2180,2280,0.26,0.13,0,0.06,0.45
2181,2281,0.3,0.11,0.01,0.04,0.45
2182,2282,0.41,0.01,0,0.03,0.45
2183,2283,0.17,0.21,0,0.07,0.45
2184,2284,0.42,0,0,0.03,0.45
2185,2285,0.08,0.18,0.15,0.05,0.45
2186,2286,0.27,0.14,0,0.04,0.45
2187,2287,0.09,0.26,0.05,0.05,0.45
2188,2288,0.11,0.26,0,0.08,0.45
2189,2289,0.1,0.02,0.32,0.01,0.45
2190,2290,0.08,0.22,0.1,0.05,0.45
2191,2291,0.19,0.13,0.07,0.06,0.45
2192,2292,0.26,0.14,0,0.04,0.45
2193,2293,0.09,0.33,0,0.03,0.45
2194,2294,0.41,0.01,0,0.03,0.45
2195,2295,0.41,0,0,0.03,0.45
2196,2296,0.21,0.19,0,0.05,0.45
2197,2297,0.26,0.14,0.01,0.04,0.45
2198,2298,0.16,0.24,0,0.05,0.45
2199,2299,0.25,0.16,0,0.04,0.45
2200,2300,0.4,0.02,0,0.03,0.45
2201,2301,0.36,0.05,0,0.05,0.45
2202,2302,0.38,0.04,0,0.03,0.45
2203,2303,0.13,0,0.31,0.01,0.45
2204,2304,0.13,0.16,0.13,0.03,0.45
2205,2305,0.18,0.22,0,0.05,0.45
2206,2306,0.24,0.16,0,0.04,0.45
2207,2307,0.42,0,0,0.03,0.45
2208,2308,0.3,0.11,0,0.04,0.45
2209,2309,0.21,0.15,0,0.08,0.44
2210,2310,0.19,0.21,0,0.04,0.44
2211,2311,0.3,0.11,0,0.04,0.44
2212,2312,0.2,0.21,0,0.04,0.44
2213,2313,0.41,0,0,0.03,0.44
2214,2314,0.28,0.13,0,0.04,0.44
2215,2315,0.14,0.2,0.03,0.08,0.44
2216,2316,0.4,0.01,0.02,0,0.44
2217,2317,0.26,0.13,0.01,0.04,0.44
2218,2318,0.26,0.15,0,0.04,0.44
2219,2319,0.19,0.2,0,0.05,0.44
2220,2320,0.25,0.15,0,0.04,0.44
2221,2321,0.18,0.22,0,0.04,0.44
2222,2322,0.19,0.1,0.11,0.05,0.44
2223,2323,0.28,0.12,0,0.04,0.44
2224,2324,0.1,0.29,0,0.05,0.44
2225,2325,0.4,0.01,0,0.03,0.44
2226,2326,0.36,0.04,0.01,0.04,0.44
2227,2327,0.2,0.14,0.06,0.04,0.44
2228,2328,0.41,0,0,0.03,0.44
2229,2329,0.18,0.18,0,0.07,0.44
2230,2330,0.41,0,0,0.03,0.44
2231,2331,0.4,0,0,0.03,0.44
2232,2332,0.26,0.14,0,0.04,0.44
2233,2333,0.41,0,0,0.02,0.44
2234,2334,0.26,0.14,0,0.04,0.44
2235,2335,0.26,0.12,0,0.06,0.44
2236,2336,0.28,0.11,0.01,0.03,0.44
2237,2337,0.4,0,0,0.03,0.44
2238,2338,0,0,0.44,0,0.44
2239,2339,0.41,0,0,0.03,0.44
2240,2340,0.16,0,0.26,0.01,0.44
2241,2341,0.41,0,0,0.03,0.44
2242,2342,0.19,0.18,0,0.07,0.43
2243,2343,0.2,0.13,0.06,0.03,0.43
2244,2344,0.39,0.01,0,0.03,0.43
2245,2345,0.01,0.36,0,0.06,0.43
2246,2346,0.13,0.21,0.01,0.08,0.43
2247,2347,0.41,0,0,0.03,0.43
2248,2348,0.22,0.18,0,0.04,0.43
2249,2349,0.35,0.04,0,0.04,0.43
2250,2350,0.38,0.03,0,0.03,0.43
2251,2351,0.18,0.09,0.14,0.03,0.43
2252,2352,0.16,0.2,0,0.07,0.43
2253,2353,0.28,0.03,0.1,0.02,0.43
2254,2354,0.23,0.15,0.01,0.04,0.43
2255,2355,0.12,0.07,0.21,0.03,0.43
2256,2356,0.21,0.19,0,0.04,0.43
2257,2357,0.24,0.15,0,0.04,0.43
2258,2358,0.35,0.05,0,0.03,0.43
2259,2359,0.15,0.22,0,0.06,0.43
2260,2360,0.39,0.01,0,0.03,0.43
2261,2361,0.33,0.03,0.04,0.03,0.43
2262,2362,0.4,0,0,0.02,0.43
2263,2363,0,0.38,0,0.05,0.43
2264,2364,0.37,0,0.03,0.03,0.43
2265,2365,0.21,0.08,0.09,0.05,0.43
2266,2366,0.16,0.19,0,0.08,0.43
2267,2367,0.02,0.34,0,0.07,0.43
2268,2368,0.23,0.17,0,0.04,0.43
2269,2369,0.39,0,0,0.03,0.43
2270,2370,0.39,0.01,0,0.03,0.43
2271,2371,0.21,0.18,0,0.03,0.43
2272,2372,0.27,0.1,0,0.05,0.43
2273,2373,0.37,0.02,0,0.03,0.43
2274,2374,0.39,0,0,0.03,0.43
2275,2375,0.24,0.14,0,0.04,0.43
2276,2376,0.18,0.17,0,0.07,0.43
2277,2377,0.39,0,0,0.03,0.42
2278,2378,0.22,0.16,0,0.04,0.42
2279,2379,0.23,0.02,0.16,0.02,0.42
2280,2380,0.24,0.13,0,0.06,0.42
2281,2381,0.23,0.15,0,0.04,0.42
2282,2382,0.22,0.13,0.04,0.04,0.42
2283,2383,0.15,0.23,0,0.04,0.42
2284,2384,0.39,0,0,0.03,0.42
2285,2385,0.34,0.04,0.01,0.04,0.42
2286,2386,0.2,0.19,0,0.04,0.42
2287,2387,0.38,0.01,0,0.03,0.42
2288,2388,0.42,0,0,0,0.42
2289,2389,0.33,0.03,0.04,0.03,0.42
2290,2390,0.19,0.17,0.03,0.04,0.42
2291,2391,0.37,0.02,0,0.03,0.42
2292,2392,0.39,0,0,0.03,0.42
2293,2393,0.2,0.08,0.12,0.03,0.42
2294,2394,0.19,0.16,0,0.07,0.42
2295,2395,0.09,0.25,0.02,0.06,0.42
2296,2396,0.24,0.15,0,0.03,0.42
2297,2397,0.36,0.03,0,0.03,0.42
2298,2398,0,0,0.42,0,0.42
2299,2399,0.39,0,0,0.03,0.42
2300,2400,0.35,0.03,0,0.03,0.42
2301,2401,0.36,0.03,0,0.03,0.42
2302,2402,0.39,0,0,0.03,0.42
2303,2403,0.21,0.12,0.03,0.05,0.42
2304,2404,0.22,0.05,0.13,0.02,0.42
2305,2405,0.18,0.17,0.03,0.04,0.42
2306,2406,0.19,0.11,0.09,0.03,0.42
2307,2407,0.16,0.12,0.11,0.03,0.42
2308,2408,0.13,0.21,0,0.08,0.42
2309,2409,0.16,0,0.25,0.01,0.42
2310,2410,0.16,0.18,0,0.07,0.42
2311,2411,0.26,0.05,0.06,0.04,0.42
2312,2412,0.36,0.02,0,0.03,0.41
2313,2413,0.26,0.12,0,0.04,0.41
2314,2414,0,0,0.41,0,0.41
2315,2415,0.24,0.12,0,0.05,0.41
2316,2416,0.41,0,0,0,0.41
2317,2417,0.01,0.39,0,0.02,0.41
2318,2418,0.37,0.01,0,0.03,0.41
2319,2419,0.16,0.17,0.02,0.06,0.41
2320,2420,0.28,0.1,0,0.03,0.41
2321,2421,0.18,0.19,0,0.04,0.41
2322,2422,0.15,0.22,0,0.05,0.41
2323,2423,0.21,0.16,0,0.04,0.41
2324,2424,0,0,0.41,0,0.41
2325,2425,0.31,0.03,0.04,0.03,0.41
2326,2426,0.21,0.08,0.09,0.04,0.41
2327,2427,0.28,0.1,0,0.04,0.41
2328,2428,0.36,0.03,0,0.03,0.41
2329,2429,0.37,0,0,0.04,0.41
2330,2430,0,0,0.41,0,0.41
2331,2431,0.36,0.02,0,0.03,0.41
2332,2432,0.36,0.03,0,0.03,0.41
2333,2433,0.3,0.08,0,0.03,0.41
2334,2434,0.23,0.14,0,0.04,0.41
2335,2435,0.08,0.27,0,0.06,0.41
2336,2436,0.39,0,0,0.02,0.41
2337,2437,0.18,0.19,0,0.04,0.41
2338,2438,0.24,0.13,0,0.04,0.41
2339,2439,0.19,0.15,0,0.07,0.41
2340,2440,0.14,0.23,0,0.04,0.41
2341,2441,0.26,0.11,0,0.04,0.41
2342,2442,0.16,0.18,0,0.07,0.41
2343,2443,0.2,0.1,0.08,0.03,0.41
2344,2444,0.21,0.12,0.04,0.03,0.41
2345,2445,0.35,0.02,0.01,0.03,0.41
2346,2446,0.37,0.01,0,0.03,0.41
2347,2447,0.36,0.02,0,0.03,0.41
2348,2448,0.21,0.16,0,0.04,0.41
2349,2449,0.34,0.04,0,0.03,0.41
2350,2450,0.22,0.12,0,0.06,0.41
2351,2451,0.29,0.09,0,0.03,0.41
2352,2452,0.18,0.17,0,0.06,0.41
2353,2453,0.24,0.13,0,0.04,0.41
2354,2454,0.26,0.11,0,0.04,0.41
2355,2455,0.02,0.31,0,0.07,0.41
2356,2456,0.18,0.12,0.06,0.05,0.41
2357,2457,0.19,0.18,0,0.04,0.41
2358,2458,0.38,0,0,0.03,0.41
2359,2459,0.08,0.26,0,0.07,0.4
2360,2460,0,0.13,0.26,0.01,0.4
2361,2461,0.36,0.01,0,0.03,0.4
2362,2462,0.17,0.2,0,0.04,0.4
2363,2463,0.34,0.03,0.01,0.03,0.4
2364,2464,0.32,0.04,0.01,0.04,0.4
2365,2465,0.13,0.2,0,0.08,0.4
2366,2466,0.18,0.19,0,0.04,0.4
2367,2467,0,0,0.4,0,0.4
2368,2468,0.12,0.21,0,0.08,0.4
2369,2469,0.38,0,0,0.03,0.4
2370,2470,0,0,0.4,0,0.4
2371,2471,0.1,0.2,0.02,0.08,0.4
2372,2472,0.3,0.03,0.04,0.03,0.4
2373,2473,0.27,0.01,0.09,0.03,0.4
2374,2474,0.29,0.08,0,0.04,0.4
2375,2475,0.31,0.06,0,0.03,0.4
2376,2476,0.34,0.03,0,0.03,0.4
2377,2477,0.22,0.08,0.08,0.03,0.4
2378,2478,0.37,0,0,0.03,0.4
2379,2479,0.23,0.14,0,0.04,0.4
2380,2480,0.14,0.19,0,0.07,0.4
2381,2481,0.27,0.1,0,0.03,0.4
2382,2482,0.06,0.3,0,0.04,0.4
2383,2483,0.18,0.17,0,0.04,0.4
2384,2484,0.17,0.17,0,0.06,0.4
2385,2485,0.38,0.01,0,0,0.4
2386,2486,0.22,0.14,0,0.04,0.4
2387,2487,0.34,0.03,0,0.03,0.4
2388,2488,0.32,0.05,0,0.03,0.4
2389,2489,0.2,0.16,0,0.04,0.4
2390,2490,0.19,0.14,0.04,0.03,0.4
2391,2491,0.12,0.23,0,0.05,0.4
2392,2492,0.24,0.12,0.01,0.03,0.4
2393,2493,0.17,0.16,0,0.07,0.4
2394,2494,0.18,0.15,0,0.06,0.4
2395,2495,0.09,0.04,0.24,0.02,0.4
2396,2496,0.22,0.12,0,0.06,0.4
2397,2497,0.01,0.32,0,0.07,0.4
2398,2498,0.26,0.1,0,0.03,0.4
2399,2499,0.37,0,0,0.03,0.4
2400,2500,0.17,0.19,0,0.03,0.4
2401,2501,0.29,0.06,0.01,0.03,0.4
2402,2502,0.23,0.13,0,0.04,0.4
2403,2503,0.17,0.15,0,0.07,0.39
2404,2504,0.07,0.23,0.01,0.09,0.39
2405,2505,0.19,0.17,0,0.03,0.39
2406,2506,0.15,0.18,0,0.06,0.39
2407,2507,0.36,0,0,0.03,0.39
2408,2508,0.17,0.14,0.03,0.06,0.39
2409,2509,0.14,0.18,0,0.07,0.39
2410,2510,0.36,0.01,0,0.03,0.39
2411,2511,0.37,0,0,0.03,0.39
2412,2512,0.34,0.02,0,0.03,0.39
2413,2513,0.18,0.14,0.04,0.04,0.39
2414,2514,0.08,0.26,0,0.05,0.39
2415,2515,0.36,0,0,0.03,0.39
2416,2516,0.24,0.12,0,0.03,0.39
2417,2517,0.36,0,0,0.03,0.39
2418,2518,0.36,0,0,0.03,0.39
2419,2519,0.18,0.16,0,0.05,0.39
2420,2520,0.31,0.01,0.03,0.05,0.39
2421,2521,0.18,0.04,0.15,0.02,0.39
2422,2522,0.18,0.17,0.01,0.04,0.39
2423,2523,0.22,0.13,0,0.04,0.39
2424,2524,0.19,0.17,0,0.03,0.39
2425,2525,0.34,0.02,0,0.03,0.39
2426,2526,0.18,0.17,0,0.04,0.39
2427,2527,0.25,0.06,0.05,0.03,0.39
2428,2528,0,0,0.39,0,0.39
2429,2529,0,0.32,0,0.07,0.39
2430,2530,0.3,0.01,0,0.07,0.39
2431,2531,0.18,0.14,0,0.06,0.39
2432,2532,0,0.32,0,0.07,0.39
2433,2533,0.36,0,0,0.03,0.39
2434,2534,0.37,0,0,0.02,0.39
2435,2535,0.23,0.12,0,0.04,0.39
2436,2536,0.22,0.14,0,0.03,0.39
2437,2537,0.33,0.02,0,0.04,0.39
2438,2538,0.24,0.11,0,0.04,0.39
2439,2539,0.07,0.24,0,0.08,0.39
2440,2540,0.34,0.02,0,0.03,0.39
2441,2541,0.16,0.15,0,0.07,0.39
2442,2542,0.22,0.13,0,0.03,0.39
2443,2543,0.35,0.01,0,0.03,0.39
2444,2544,0.36,0.01,0,0.03,0.39
2445,2545,0.35,0,0,0.04,0.39
2446,2546,0.26,0.09,0,0.03,0.39
2447,2547,0.36,0,0,0.03,0.39
2448,2548,0.12,0.05,0.2,0.01,0.39
2449,2549,0.27,0.08,0.01,0.03,0.39
2450,2550,0.2,0.15,0,0.04,0.39
2451,2551,0,0.36,0,0.02,0.39
2452,2552,0.38,0,0,0,0.38
2453,2553,0.13,0.17,0.03,0.06,0.38
2454,2554,0.05,0.04,0.28,0.01,0.38
2455,2555,0.16,0,0.2,0.01,0.38
2456,2556,0.09,0.23,0,0.07,0.38
2457,2557,0.24,0.11,0,0.04,0.38
2458,2558,0.36,0,0,0.03,0.38
2459,2559,0.17,0.12,0.06,0.03,0.38
2460,2560,0.17,0.18,0,0.03,0.38
2461,2561,0.27,0.07,0,0.04,0.38
2462,2562,0,0.35,0,0.03,0.38
2463,2563,0.15,0.17,0,0.07,0.38
2464,2564,0.22,0.12,0,0.03,0.38
2465,2565,0.07,0,0.31,0.01,0.38
2466,2566,0.29,0.05,0,0.04,0.38
2467,2567,0.11,0.23,0,0.04,0.38
2468,2568,0.35,0,0,0.03,0.38
2469,2569,0.21,0.11,0,0.06,0.38
2470,2570,0.15,0.2,0,0.03,0.38
2471,2571,0.12,0.22,0,0.04,0.38
2472,2572,0,0,0.38,0,0.38
2473,2573,0.16,0.15,0.02,0.06,0.38
2474,2574,0.15,0.11,0.1,0.02,0.38
2475,2575,0.31,0.03,0,0.03,0.38
2476,2576,0.3,0.04,0,0.04,0.38
2477,2577,0.13,0.21,0,0.04,0.38
2478,2578,0.34,0.02,0,0.02,0.38
2479,2579,0.16,0.15,0.01,0.06,0.38
2480,2580,0.11,0.23,0,0.04,0.38
2481,2581,0.13,0.2,0,0.04,0.38
2482,2582,0.12,0.05,0.2,0.01,0.38
2483,2583,0.26,0.09,0,0.03,0.38
2484,2584,0.02,0.29,0.01,0.05,0.38
2485,2585,0.16,0.16,0,0.06,0.38
2486,2586,0.19,0.13,0,0.06,0.38
2487,2587,0.32,0.03,0,0.03,0.38
2488,2588,0.35,0,0,0.03,0.38
2489,2589,0.22,0.12,0,0.03,0.38
2490,2590,0.35,0,0,0.02,0.38
2491,2591,0,0,0.38,0,0.38
2492,2592,0.12,0.2,0,0.06,0.38
2493,2593,0.34,0.01,0,0.03,0.38
2494,2594,0.11,0.13,0.11,0.02,0.38
2495,2595,0.28,0.01,0.06,0.02,0.38
2496,2596,0.13,0.02,0.21,0.01,0.38
2497,2597,0.31,0.03,0,0.03,0.38
2498,2598,0.15,0.17,0,0.06,0.38
2499,2599,0.32,0.03,0,0.03,0.38
2500,2600,0.35,0,0,0.03,0.37
2501,2601,0.35,0,0,0.03,0.37
2502,2602,0.35,0,0,0.03,0.37
2503,2603,0.21,0.12,0,0.04,0.37
2504,2604,0.12,0.19,0,0.07,0.37
2505,2605,0.19,0.03,0.13,0.02,0.37
2506,2606,0.13,0.17,0,0.07,0.37
2507,2607,0.32,0.03,0,0.03,0.37
2508,2608,0.35,0,0,0.02,0.37
2509,2609,0.12,0.21,0,0.04,0.37
2510,2610,0.14,0.15,0.03,0.06,0.37
2511,2611,0.18,0.12,0.04,0.04,0.37
2512,2612,0.34,0,0,0.03,0.37
2513,2613,0.34,0,0,0.03,0.37
2514,2614,0.17,0.17,0,0.04,0.37
2515,2615,0.2,0.14,0,0.03,0.37
2516,2616,0.34,0.01,0,0.03,0.37
2517,2617,0.21,0.13,0,0.03,0.37
2518,2618,0.21,0.13,0,0.03,0.37
2519,2619,0.14,0.18,0,0.06,0.37
2520,2620,0.21,0.12,0.01,0.03,0.37
2521,2621,0.35,0,0,0.02,0.37
2522,2622,0.14,0.17,0,0.06,0.37
2523,2623,0,0.33,0,0.03,0.37
2524,2624,0,0,0.37,0,0.37
2525,2625,0.12,0.17,0.01,0.07,0.37
2526,2626,0.17,0.15,0,0.04,0.37
2527,2627,0.11,0.18,0.02,0.06,0.37
2528,2628,0.13,0.08,0.15,0.02,0.37
2529,2629,0.3,0.01,0.02,0.03,0.37
2530,2630,0.34,0,0,0.03,0.37
2531,2631,0.11,0.22,0,0.03,0.37
2532,2632,0.09,0.21,0,0.07,0.37
2533,2633,0.11,0.19,0,0.07,0.37
2534,2634,0.2,0.12,0,0.05,0.37
2535,2635,0.25,0.05,0,0.07,0.37
2536,2636,0,0.32,0,0.04,0.37
2537,2637,0.31,0.02,0,0.03,0.36
2538,2638,0.25,0.08,0,0.03,0.36
2539,2639,0.33,0,0,0.03,0.36
2540,2640,0.24,0.09,0.01,0.03,0.36
2541,2641,0.32,0.02,0,0.03,0.36
2542,2642,0.09,0.17,0.05,0.05,0.36
2543,2643,0,0,0.36,0,0.36
2544,2644,0.17,0.16,0,0.03,0.36
2545,2645,0.21,0.13,0,0.03,0.36
2546,2646,0.24,0.09,0,0.03,0.36
2547,2647,0.21,0.08,0.04,0.03,0.36
2548,2648,0.04,0.03,0.27,0.02,0.36
2549,2649,0.33,0,0,0.03,0.36
2550,2650,0.2,0.13,0,0.03,0.36
2551,2651,0.29,0.05,0,0.03,0.36
2552,2652,0.33,0.01,0,0.03,0.36
2553,2653,0.19,0.13,0,0.03,0.36
2554,2654,0.33,0,0,0.03,0.36
2555,2655,0.2,0.11,0,0.05,0.36
2556,2656,0.33,0,0,0.03,0.36
2557,2657,0.12,0.2,0,0.04,0.36
2558,2658,0.23,0.09,0.01,0.03,0.36
2559,2659,0.3,0.03,0,0.02,0.36
2560,2660,0.33,0,0,0.03,0.36
2561,2661,0.27,0.06,0,0.03,0.36
2562,2662,0.33,0,0,0.02,0.36
2563,2663,0.23,0.1,0,0.03,0.36
2564,2664,0.07,0.25,0,0.04,0.36
2565,2665,0.18,0.12,0,0.06,0.36
2566,2666,0.11,0.17,0,0.07,0.36
2567,2667,0.24,0.09,0,0.03,0.36
2568,2668,0,0,0.36,0,0.36
2569,2669,0,0.32,0,0.03,0.36
2570,2670,0.06,0.25,0,0.05,0.36
2571,2671,0.33,0.01,0,0.02,0.36
2572,2672,0.06,0.25,0,0.05,0.36
2573,2673,0.19,0.11,0,0.05,0.36
2574,2674,0,0.31,0,0.05,0.36
2575,2675,0.29,0.04,0,0.02,0.36
2576,2676,0.23,0.1,0,0.03,0.36
2577,2677,0.25,0.06,0,0.04,0.36
2578,2678,0.21,0.02,0.11,0.02,0.36
2579,2679,0.33,0,0,0.02,0.36
2580,2680,0.16,0.16,0,0.04,0.35
2581,2681,0.28,0.02,0.03,0.03,0.35
2582,2682,0.23,0.09,0,0.03,0.35
2583,2683,0.1,0.18,0,0.07,0.35
2584,2684,0.22,0.03,0.08,0.02,0.35
2585,2685,0.25,0.07,0,0.03,0.35
2586,2686,0,0,0.35,0,0.35
2587,2687,0.09,0.2,0,0.07,0.35
2588,2688,0.14,0.16,0,0.06,0.35
2589,2689,0.19,0.12,0.01,0.03,0.35
2590,2690,0.13,0.18,0,0.04,0.35
2591,2691,0.08,0.04,0.23,0.01,0.35
2592,2692,0.16,0.1,0.07,0.03,0.35
2593,2693,0.17,0.15,0,0.04,0.35
2594,2694,0,0,0.35,0,0.35
2595,2695,0.2,0.08,0.04,0.04,0.35
2596,2696,0.31,0.02,0,0.02,0.35
2597,2697,0.3,0.03,0,0.03,0.35
2598,2698,0.13,0.18,0,0.04,0.35
2599,2699,0.21,0.1,0,0.03,0.35
2600,2700,0.15,0.05,0.14,0.01,0.35
2601,2701,0.23,0,0.09,0.02,0.35
2602,2702,0.05,0.19,0.03,0.07,0.35
2603,2703,0.11,0.17,0,0.06,0.35
2604,2704,0.18,0.14,0,0.03,0.35
2605,2705,0.23,0.1,0,0.03,0.35
2606,2706,0.32,0,0,0.02,0.35
2607,2707,0.18,0.14,0,0.03,0.35
2608,2708,0.13,0.16,0.01,0.06,0.35
2609,2709,0.11,0.2,0,0.04,0.35
2610,2710,0.23,0.07,0,0.04,0.35
2611,2711,0.32,0,0,0.03,0.35
2612,2712,0.1,0.2,0,0.05,0.35
2613,2713,0.3,0.01,0,0.03,0.35
2614,2714,0.18,0.14,0,0.03,0.35
2615,2715,0.06,0.21,0,0.08,0.35
2616,2716,0.16,0.13,0,0.06,0.35
2617,2717,0.3,0.01,0.01,0.03,0.35
2618,2718,0.08,0.23,0,0.03,0.35
2619,2719,0.32,0,0,0.02,0.34
2620,2720,0.2,0.03,0.09,0.02,0.34
2621,2721,0.13,0.15,0,0.06,0.34
2622,2722,0.25,0.07,0,0.03,0.34
2623,2723,0.31,0,0,0.03,0.34
2624,2724,0.28,0.03,0,0.03,0.34
2625,2725,0.27,0.02,0.02,0.03,0.34
2626,2726,0.15,0.16,0,0.03,0.34
2627,2727,0.15,0.16,0,0.03,0.34
2628,2728,0.19,0.12,0,0.03,0.34
2629,2729,0.24,0,0.09,0.02,0.34
2630,2730,0.17,0.15,0,0.03,0.34
2631,2731,0.28,0.03,0,0.03,0.34
2632,2732,0.29,0.03,0,0.02,0.34
2633,2733,0.14,0.03,0.15,0.02,0.34
2634,2734,0.13,0.17,0,0.04,0.34
2635,2735,0.31,0.01,0,0.03,0.34
2636,2736,0.15,0.11,0.03,0.05,0.34
